pcbasn,voldc,volpoe,login,bspver,irver,sensever,ir,rs485,sense,rs232,relay,audio,usb2.0,usb3.0,wifipower,iperfeth,ethmac,wifimac,SNID,LED,HDMI,reset,power
30398X989210900381,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06372,P,P,-15.46,163.0,F8-57-2E-06-0F-6B,CC-4B-73-F4-C4-1E,EL01491A-89210900381,P,P,P,P
30398X989210900292,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05522,P,P,-15.7,145.0,F8-57-2E-06-0F-6C,CC-4B-73-F4-B3-BA,EL01491A-89210900292,P,P,P,P
30398X989210900412,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05026,P,P,-15.72,145.0,F8-57-2E-06-0F-6D,CC-4B-73-F4-84-C0,EL01491A-89210900412,P,P,P,P
30398X989210900327,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05897,P,P,-15.61,152.0,F8-57-2E-06-0F-6E,CC-4B-73-F4-B3-96,EL01491A-89210900327,P,P,P,P
30398X989210900404,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05682,P,P,-15.65,144.0,F8-57-2E-06-0F-6F,CC-4B-73-F4-C3-B4,EL01491A-89210900404,P,P,P,P
30398X989210900314,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05327,P,P,-16.08,172.0,F8-57-2E-06-0F-70,CC-4B-73-F4-B3-A0,EL01491A-89210900314,P,P,P,P
30398X989210900390,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06348,P,P,-15.72,141.0,F8-57-2E-06-0F-71,CC-4B-73-F4-C3-70,EL01491A-89210900390,P,P,P,P
30398X989210900280,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05304,P,P,-15.27,171.0,F8-57-2E-06-0F-72,CC-4B-73-F4-93-EA,EL01491A-89210900280,P,P,P,P
30398X989210900313,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05531,P,P,-15.45,155.0,F8-57-2E-06-0F-73,CC-4B-73-F4-93-F6,EL01491A-89210900313,P,P,P,P
30398X989210900180,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06157,P,P,-15.8,155.0,F8-57-2E-06-0F-74,CC-4B-73-F4-A3-44,EL01491A-89210900180,P,P,P,P
30398X989210900285,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05478,P,P,-15.64,167.0,F8-57-2E-06-0F-75,CC-4B-73-F4-B3-D6,EL01491A-89210900285,P,P,P,P
30398X989210900272,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05497,P,P,-15.73,151.0,F8-57-2E-06-0F-76,CC-4B-73-F4-A3-90,EL01491A-89210900272,P,P,P,P
30398X989210900010,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06099,P,P,-15.28,154.0,F8-57-2E-06-0F-77,CC-4B-73-F4-93-44,EL01491A-89210900010,P,P,P,P
30398X989210900331,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05503,P,P,-15.48,143.0,F8-57-2E-06-0F-78,CC-4B-73-F4-A3-9E,EL01491A-89210900331,P,P,P,P
30398X989210900344,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05668,P,P,-16.0,167.0,F8-57-2E-06-0F-79,CC-4B-73-F4-B3-9E,EL01491A-89210900344,P,P,P,P
30398X989210900198,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05532,P,P,-14.42,150.0,F8-57-2E-06-0F-7A,CC-4B-73-F4-B3-60,EL01491A-89210900198,P,P,P,P
30398X989210900023,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0606,P,P,-15.84,172.0,F8-57-2E-06-0F-7B,CC-4B-73-F4-C4-1C,EL01491A-89210900023,P,P,P,P
30398X989210900037,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05485,P,P,-15.94,150.0,F8-57-2E-06-0F-7C,CC-4B-73-F4-A4-02,EL01491A-89210900037,P,P,P,P
30398X989210900367,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05819,P,P,-15.82,170.0,F8-57-2E-06-0F-7D,CC-4B-73-F4-C3-7E,EL01491A-89210900367,P,P,P,P
30398X989210900330,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05395,P,P,-15.62,165.0,F8-57-2E-06-0F-7E,CC-4B-73-F4-93-B4,EL01491A-89210900330,P,P,P,P
30398X989210900273,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05779,P,P,-16.85,165.0,F8-57-2E-06-0F-7F,CC-4B-73-F4-A3-7C,EL01491A-89210900273,P,P,P,P
30398X989210900101,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05801,P,P,-15.66,150.0,F8-57-2E-06-0F-80,CC-4B-73-F4-93-34,EL01491A-89210900101,P,P,P,P
30398X989210900335,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05655,P,P,-15.78,144.0,F8-57-2E-06-0F-81,CC-4B-73-F4-A3-AC,EL01491A-89210900335,P,P,P,P
30398X989210900084,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0586,P,P,-15.65,166.0,F8-57-2E-06-0F-82,CC-4B-73-F4-93-46,EL01491A-89210900084,P,P,P,P
30398X989210900286,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05127,P,P,-15.39,171.0,F8-57-2E-06-0F-83,CC-4B-73-F4-A3-24,EL01491A-89210900286,P,P,P,P
30398X989210900420,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05722,P,P,-15.06,144.0,F8-57-2E-06-0F-84,CC-4B-73-F4-B3-7E,EL01491A-89210900420,P,P,P,P
30398X989210900333,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05565,P,P,-16.07,148.0,F8-57-2E-06-0F-85,CC-4B-73-F4-A3-84,EL01491A-89210900333,P,P,P,P
30398X989210900082,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05098,P,P,-15.45,166.0,F8-57-2E-06-0F-86,CC-4B-73-F4-93-48,EL01491A-89210900082,P,P,P,P
30398X989210900274,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.0543,P,P,-15.84,155.0,F8-57-2E-06-0F-87,CC-4B-73-F4-B3-7A,EL01491A-89210900274,P,P,P,P
30398X989210900017,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06074,P,P,-16.17,153.0,F8-57-2E-06-0F-55,CC-4B-73-F4-C3-E2,EL01491A-89210900017,P,P,P,P
30398X989210900253,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05847,P,P,-17.51,167.0,F8-57-2E-06-0F-88,CC-4B-73-F4-A3-76,EL01491A-89210900253,P,P,P,P
30398X989210900244,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05915,P,P,-16.1,168.0,F8-57-2E-06-0F-89,CC-4B-73-F4-B3-54,EL01491A-89210900244,P,P,P,P
30398X989210900426,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0601,P,P,-15.6,155.0,F8-57-2E-06-0F-8A,CC-4B-73-F4-C3-CE,EL01491A-89210900426,P,P,P,P
30398X989210900334,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05501,P,P,-15.65,150.0,F8-57-2E-06-0F-8B,CC-4B-73-F4-A3-B0,EL01491A-89210900334,P,P,P,P
30398X989210900251,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05089,P,P,-15.59,133.0,F8-57-2E-06-0F-8C,CC-4B-73-F4-B3-64,EL01491A-89210900251,P,P,P,P
30398X989210900265,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05825,P,P,-16.53,149.0,F8-57-2E-06-0F-8D,CC-4B-73-F4-A4-1A,EL01491A-89210900265,P,P,P,P
30398X989210900200,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05447,P,P,-15.11,141.0,F8-57-2E-06-0F-8E,CC-4B-73-F4-C3-D0,EL01491A-89210900200,P,P,P,P
30398X989210900361,P,P,P,20210217.150252,03-00-00-03,False,P,P,P,P,P,0.06128,P,P,-15.62,147.0,F8-57-2E-06-0F-8F,CC-4B-73-F4-B3-A8,EL01491A-89210900361,P,P,P,P
30398X989210900249,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05994,P,P,-16.35,146.0,F8-57-2E-06-0F-90,CC-4B-73-F4-A3-92,EL01491A-89210900249,P,P,P,P
30398X989210900248,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05516,P,P,-16.0,149.0,F8-57-2E-06-0F-91,CC-4B-73-F4-93-0C,EL01491A-89210900248,P,P,P,P
30398X989210900254,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05949,P,P,-15.87,161.0,F8-57-2E-06-0F-92,CC-4B-73-F4-93-08,EL01491A-89210900254,P,P,P,P
30398X989210900308,P,P,P,65.252093],03-00-00-03,01-00-00-01,P,P,P,P,P,0.06474,P,P,-15.51,153.0,F8-57-2E-06-0F-93,CC-4B-73-F4-B3-B4,EL01491A-89210900308,P,P,P,P
30398X989210900336,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05156,P,P,-15.54,154.0,F8-57-2E-06-0F-94,CC-4B-73-F4-93-B0,EL01491A-89210900336,P,P,P,P
30398X989210900324,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0544,P,P,-15.27,152.0,F8-57-2E-06-0F-95,CC-4B-73-F4-A3-22,EL01491A-89210900324,P,P,P,P
30398X989210900325,P,P,P,20210217.150252,03-00-00-03,False,P,P,P,P,P,0.05332,P,P,-14.85,160.0,F8-57-2E-06-0F-96,CC-4B-73-F4-93-FC,EL01491A-89210900325,P,P,P,P
30398X989210900291,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05758,P,P,-15.63,165.0,F8-57-2E-06-0F-97,CC-4B-73-F4-B3-A4,EL01491A-89210900291,P,P,P,P
30398X989210900419,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05852,P,P,-15.67,154.0,F8-57-2E-06-0F-98,CC-4B-73-F4-A3-30,EL01491A-89210900419,P,P,P,P
30398X989210900401,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0578,P,P,-15.19,152.0,F8-57-2E-06-0F-99,CC-4B-73-F4-C3-C4,EL01491A-89210900401,P,P,P,P
30398X989210900024,P,P,P,20210217.150252,03-00-00-03,False,P,P,P,P,P,0.05794,P,P,-15.67,154.0,F8-57-2E-06-0F-9A,CC-4B-73-F4-C4-0A,EL01491A-89210900024,P,P,P,P
30398X989210900230,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05309,P,P,-15.88,152.0,F8-57-2E-06-0F-9B,CC-4B-73-F4-C4-38,EL01491A-89210900230,P,P,P,P
30398X989210900320,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05133,P,P,-15.03,158.0,F8-57-2E-06-0F-9C,CC-4B-73-F3-CD-3A,EL01491A-89210900320,P,P,P,P
30398X989210900005,P,P,P,20210217.150252,lengt,01-00-00-01,P,P,P,P,P,0.05753,P,P,-15.26,154.0,F8-57-2E-06-0F-9D,CC-4B-73-F4-C4-2E,EL01491A-89210900005,P,P,P,P
30398X989210900288,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05076,P,P,-15.79,153.0,F8-57-2E-06-0F-9E,CC-4B-73-F4-B3-7C,EL01491A-89210900288,P,P,P,P
30398X989210900356,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06063,P,P,-15.65,164.0,F8-57-2E-06-0F-9F,CC-4B-73-F4-A3-BA,EL01491A-89210900356,P,P,P,P
30398X989210900107,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05568,P,P,-14.94,152.0,F8-57-2E-06-0F-A0,CC-4B-73-F4-93-86,EL01491A-89210900107,P,P,P,P
30398X989210900243,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0566,P,P,-15.91,150.0,F8-57-2E-06-0F-A1,CC-4B-73-F4-84-B4,EL01491A-89210900243,P,P,P,P
30398X989210900096,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05509,P,P,-14.89,154.0,F8-57-2E-06-0F-A3,CC-4B-73-F4-93-E6,EL01491A-89210900096,P,P,P,P
30398X989210900151,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05956,P,P,-15.08,154.0,F8-57-2E-06-0F-A4,CC-4B-73-F4-A3-D4,EL01491A-89210900151,P,P,P,P
30398X989210900156,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05559,P,P,-15.49,140.0,F8-57-2E-06-0F-A5,CC-4B-73-F4-B3-D2,EL01491A-89210900156,P,P,P,P
30398X989210900030,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05425,P,P,-15.85,169.0,F8-57-2E-06-0F-A2,CC-4B-73-F4-C4-40,EL01491A-89210900030,P,P,P,P
30398X989210900373,P,P,P,20210217.150252,03-00-00-03,uf:00-00-0f,P,P,P,P,P,0.05474,P,P,-14.9,158.0,F8-57-2E-06-0F-A6,CC-4B-73-F4-A3-C2,EL01491A-89210900373,P,P,P,P
30398X989210900166,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05575,P,P,-15.41,144.0,F8-57-2E-06-0F-A7,CC-4B-73-F4-A3-60,EL01491A-89210900166,P,P,P,P
30398X989210900154,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05703,P,P,-15.3,140.0,F8-57-2E-06-0F-A8,CC-4B-73-F4-93-C4,EL01491A-89210900154,P,P,P,P
30398X989210900081,P,P,P,20210217.150252,03-00-00-03,False,P,P,P,P,P,0.0581,P,P,-15.35,154.0,F8-57-2E-06-0F-A9,CC-4B-73-F4-84-D8,EL01491A-89210900081,P,P,P,P
30398X989210900183,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05846,P,P,-16.12,145.0,F8-57-2E-06-0F-AA,CC-4B-73-F4-93-C6,EL01491A-89210900183,P,P,P,P
30398X989210900063,P,P,P,20210217.150252,03-00-00-03,False,P,P,P,P,P,0.05569,P,P,-15.37,153.0,F8-57-2E-06-0F-AB,CC-4B-73-F4-A4-16,EL01491A-89210900063,P,P,P,P
30398X989210900011,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06054,P,P,-15.73,136.0,F8-57-2E-06-0F-AC,CC-4B-73-F4-84-D6,EL01491A-89210900011,P,P,P,P
30398X989210900227,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05404,P,P,-15.68,147.0,F8-57-2E-06-0F-AD,CC-4B-73-F4-A3-C4,EL01491A-89210900227,P,P,P,P
30398X989210900178,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06099,P,P,-16.79,154.0,F8-57-2E-06-0F-AE,CC-4B-73-F4-A3-CC,EL01491A-89210900178,P,P,P,P
30398X989210900405,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05953,P,P,-16.24,113.0,F8-57-2E-06-0F-B4,CC-4B-73-F4-B3-82,EL01491A-89210900405,P,P,P,P
30398X989210900675,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.06052,P,P,-16.91,168.0,F8-57-2E-06-0F-B5,CC-4B-73-F4-E3-FE,EL01491A-89210900675,P,P,P,P
30398X989210900632,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06024,P,P,-15.36,153.0,F8-57-2E-06-0F-B6,CC-4B-73-F3-CD-B4,EL01491A-89210900632,P,P,P,P
30398X989210900009,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06087,P,P,-16.83,156.0,F8-57-2E-06-0F-B7,CC-4B-73-F4-C4-42,EL01491A-89210900009,P,P,P,P
30398X989210900060,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05766,P,P,-15.95,155.0,F8-57-2E-06-0F-B8,CC-4B-73-F4-A3-E8,EL01491A-89210900060,P,P,P,P
30398X989210900513,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05634,P,P,-17.18,139.0,F8-57-2E-06-0F-B9,CC-4B-73-F3-CD-54,EL01491A-89210900513,P,P,P,P
30398X989210900617,P,P,P,20210217.150252,03-00-00-03,"2,buf:00-0f",P,P,P,P,P,0.05619,P,P,-16.84,153.0,F8-57-2E-06-0F-BA,CC-4B-73-F3-CD-44,EL01491A-89210900617,P,P,P,P
30398X989210900526,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05509,P,P,-15.61,153.0,F8-57-2E-06-0F-BB,CC-4B-73-F3-CD-8C,EL01491A-89210900526,P,P,P,P
30398X989210900360,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05955,P,P,-16.3,153.0,F8-57-2E-06-0F-BC,CC-4B-73-F4-A3-B4,EL01491A-89210900360,P,P,P,P
30398X989210900343,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0538,P,P,-15.49,137.0,F8-57-2E-06-0F-BD,CC-4B-73-F4-B3-6A,EL01491A-89210900343,P,P,P,P
30398X989210900629,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05746,P,P,-15.98,155.0,F8-57-2E-06-0F-BE,CC-4B-73-F3-CD-78,EL01491A-89210900629,P,P,P,P
30398X989210900522,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05339,P,P,-15.55,153.0,F8-57-2E-06-0F-BF,CC-4B-73-F4-A3-50,EL01491A-89210900522,P,P,P,P
30398X989210900524,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.04959,P,P,-16.67,155.0,F8-57-2E-06-0F-C0,CC-4B-73-F4-A3-62,EL01491A-89210900524,P,P,P,P
30398X989210900614,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05825,P,P,-15.65,149.0,F8-57-2E-06-0F-C1,CC-4B-73-F3-CD-60,EL01491A-89210900614,P,P,P,P
30398X989210900418,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06049,P,P,-15.38,168.0,F8-57-2E-06-0F-C2,CC-4B-73-F4-B3-76,EL01491A-89210900418,P,P,P,P
30398X989210900636,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.0575,P,P,-15.33,155.0,F8-57-2E-06-0F-C3,CC-4B-73-F4-D4-3C,EL01491A-89210900636,P,P,P,P
30398X989210900611,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0624,P,P,-17.66,163.0,F8-57-2E-06-0F-C4,CC-4B-73-F4-D4-16,EL01491A-89210900611,P,P,P,P
30398X989210900620,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05785,P,P,-16.39,163.0,F8-57-2E-06-0F-C6,CC-4B-73-F3-CD-62,EL01491A-89210900620,P,P,P,P
30398X989210900319,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05619,P,P,-15.05,168.0,F8-57-2E-06-0F-C7,CC-4B-73-F3-CD-0E,EL01491A-89210900319,P,P,P,P
30398X989210900332,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05669,P,P,-15.48,168.0,F8-57-2E-06-0F-C8,CC-4B-73-F4-A3-B2,EL01491A-89210900332,P,P,P,P
30398X989210900503,P,P,P,20210217.150252,03-00-00-03,False,P,P,P,P,P,0.05515,P,P,-16.74,166.0,F8-57-2E-06-0F-C9,CC-4B-73-F3-B2-00,EL01491A-89210900503,P,P,P,P
30398X989210900512,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05864,P,P,-16.68,150.0,F8-57-2E-06-0F-CA,CC-4B-73-F3-CD-86,EL01491A-89210900512,P,P,P,P
30398X989210900619,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05732,P,P,-16.59,152.0,F8-57-2E-06-0F-CB,CC-4B-73-F3-CD-5A,EL01491A-89210900619,P,P,P,P
30398X989210900609,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.06021,P,P,-15.48,160.0,F8-57-2E-06-0F-CC,CC-4B-73-F4-D4-64,EL01491A-89210900609,P,P,P,P
30398X989210900625,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05333,P,P,-16.09,149.0,F8-57-2E-06-0F-CD,CC-4B-73-F3-CD-72,EL01491A-89210900625,P,P,P,P
30398X989210900628,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05447,P,P,-16.29,143.0,F8-57-2E-06-0F-CE,CC-4B-73-F3-CD-92,EL01491A-89210900628,P,P,P,P
30398X989210900176,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0572,P,P,-16.43,165.0,F8-57-2E-06-0F-CF,CC-4B-73-F4-93-2E,EL01491A-89210900176,P,P,P,P
30398X989210900203,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05762,P,P,-15.25,147.0,F8-57-2E-06-0F-D0,CC-4B-73-F4-84-DE,EL01491A-89210900203,P,P,P,P
30398X989210900207,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05712,P,P,-15.7,149.0,F8-57-2E-06-0F-D1,CC-4B-73-F4-B3-80,EL01491A-89210900207,P,P,P,P
30398X989210900099,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05328,P,P,-15.54,171.0,F8-57-2E-06-0F-D2,CC-4B-73-F4-93-A8,EL01491A-89210900099,P,P,P,P
30398X989210900097,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05871,P,P,-15.76,155.0,F8-57-2E-06-0F-D3,CC-4B-73-F4-93-4C,EL01491A-89210900097,P,P,P,P
30398X989210900518,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06075,P,P,-16.3,168.0,F8-57-2E-06-0F-D4,CC-4B-73-F3-CD-2E,EL01491A-89210900518,P,P,P,P
30398X989210900194,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05197,P,P,-15.8,163.0,F8-57-2E-06-0F-2F,CC-4B-73-F4-A3-FA,EL01491A-89210900194,P,P,P,P
30398X989210900541,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.06105,P,P,-16.25,125.0,F8-57-2E-06-0F-D5,CC-4B-73-F3-CD-6A,EL01491A-89210900541,P,P,P,P
30398X989210900504,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05705,P,P,-15.57,152.0,F8-57-2E-06-0F-D6,CC-4B-73-F3-CD-42,EL01491A-89210900504,P,P,P,P
30398X989210900626,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05733,P,P,-16.31,143.0,F8-57-2E-06-0F-D7,CC-4B-73-F3-CD-7A,EL01491A-89210900626,P,P,P,P
30398X989210900613,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.21074,P,P,-15.06,153.0,F8-57-2E-06-0F-D8,CC-4B-73-F3-CD-7C,EL01491A-89210900613,P,P,P,P
30398X989210900606,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06211,P,P,-15.55,165.0,F8-57-2E-06-0F-D9,CC-4B-73-F4-E4-12,EL01491A-89210900606,P,P,P,P
30398X989210900615,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06117,P,P,-16.21,153.0,F8-57-2E-06-0F-C5,CC-4B-73-F4-D3-FC,EL01491A-89210900615,P,P,P,P
30398X989210900219,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05759,P,P,-15.61,163.0,F8-57-2E-06-0F-DA,CC-4B-73-F4-C3-C8,EL01491A-89210900219,P,P,P,P
30398X989210900114,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05271,P,P,-15.4,165.0,F8-57-2E-06-0F-DB,CC-4B-73-F4-B3-3E,EL01491A-89210900114,P,P,P,P
30398X989210900643,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05692,P,P,-16.14,156.0,F8-57-2E-06-0F-DC,CC-4B-73-F4-D4-56,EL01491A-89210900643,P,P,P,P
30398X989210900622,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05517,P,P,-15.82,153.0,F8-57-2E-06-0F-DD,CC-4B-73-F3-CD-88,EL01491A-89210900622,P,P,P,P
30398X989210900630,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06099,P,P,-16.25,151.0,F8-57-2E-06-0F-DE,CC-4B-73-F3-CD-94,EL01491A-89210900630,P,P,P,P
30398X989210900298,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06224,P,P,-15.18,154.0,F8-57-2E-06-0F-DF,CC-4B-73-F4-93-D6,EL01491A-89210900298,P,P,P,P
30398X989210900421,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05985,P,P,-15.52,154.0,F8-57-2E-06-0F-E0,CC-4B-73-F4-B3-E0,EL01491A-89210900421,P,P,P,P
30398X989210900321,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05246,P,P,-15.86,142.0,F8-57-2E-06-0F-E1,CC-4B-73-F4-A3-36,EL01491A-89210900321,P,P,P,P
30398X989210900394,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05604,P,P,-16.13,155.0,F8-57-2E-06-0F-E2,CC-4B-73-F4-C3-7A,EL01491A-89210900394,P,P,P,P
30398X989210900385,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.0544,P,P,-15.56,166.0,F8-57-2E-06-0F-E3,CC-4B-73-F4-C4-10,EL01491A-89210900385,P,P,P,P
30398X989210900382,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05918,P,P,-15.64,167.0,F8-57-2E-06-0F-E4,CC-4B-73-F4-C4-16,EL01491A-89210900382,P,P,P,P
